timestamp,strategy,regime,price,quantity,mm_bought,mm_sold
337,FixedSpread,SellPressure,99.000000,7,0,0
338,FixedSpread,SellPressure,99.000000,11,0,0
340,FixedSpread,SellPressure,99.000000,3,0,0
340,FixedSpread,SellPressure,98.985738,2,1,0
342,FixedSpread,SellPressure,98.985738,8,1,0
342,FixedSpread,SellPressure,98.947620,10,1,0
342,FixedSpread,SellPressure,98.942513,1,0,0
343,FixedSpread,SellPressure,98.942513,1,0,0
343,FixedSpread,SellPressure,98.915452,3,0,0
344,FixedSpread,SellPressure,98.915452,2,0,0
348,FixedSpread,SellPressure,98.855866,15,0,0
350,FixedSpread,SellPressure,99.014221,2,0,0
350,FixedSpread,SellPressure,99.047620,10,0,1
350,FixedSpread,SellPressure,99.088561,3,0,0
351,FixedSpread,SellPressure,98.891738,8,1,0
352,FixedSpread,SellPressure,98.891738,2,1,0
357,FixedSpread,SellPressure,98.786796,3,0,0
358,FixedSpread,SellPressure,98.991738,10,0,1
358,FixedSpread,SellPressure,99.041324,1,0,0
358,FixedSpread,SellPressure,99.088561,3,0,0
360,FixedSpread,SellPressure,98.772602,3,0,0
362,FixedSpread,SellPressure,98.821667,10,1,0
366,FixedSpread,SellPressure,98.905113,9,0,0
370,FixedSpread,SellPressure,98.905113,1,0,0
370,FixedSpread,SellPressure,98.921667,10,0,1
370,FixedSpread,SellPressure,98.954411,2,0,0
371,FixedSpread,SellPressure,98.822415,9,1,0
372,FixedSpread,SellPressure,98.822415,1,1,0
374,FixedSpread,SellPressure,98.922415,5,0,1
377,FixedSpread,SellPressure,98.648766,3,0,0
380,FixedSpread,SellPressure,98.922415,5,0,1
380,FixedSpread,SellPressure,98.954411,4,0,0
380,FixedSpread,SellPressure,98.978712,6,0,0
380,FixedSpread,SellPressure,98.984126,3,0,0
381,FixedSpread,SellPressure,98.760650,4,1,0
382,FixedSpread,SellPressure,98.860650,10,0,1
382,FixedSpread,SellPressure,98.984126,1,0,0
382,FixedSpread,SellPressure,98.986418,4,0,0
385,FixedSpread,SellPressure,98.969247,2,0,0
385,FixedSpread,SellPressure,98.986418,7,0,0
386,FixedSpread,SellPressure,98.987636,2,0,0
389,FixedSpread,SellPressure,98.760650,6,1,0
392,FixedSpread,SellPressure,98.780107,10,1,0
392,FixedSpread,SellPressure,98.690885,3,0,0
393,FixedSpread,SellPressure,98.878445,16,0,0
394,FixedSpread,SellPressure,98.878445,3,0,0
394,FixedSpread,SellPressure,98.880107,10,0,1
394,FixedSpread,SellPressure,98.946565,3,0,0
400,FixedSpread,SellPressure,98.759903,1,0,0
402,FixedSpread,SellPressure,98.852475,10,0,1
402,FixedSpread,SellPressure,98.890491,7,0,0
404,FixedSpread,SellPressure,98.752475,10,1,0
406,FixedSpread,SellPressure,98.890491,6,0,0
406,FixedSpread,SellPressure,98.946565,10,0,0
407,FixedSpread,SellPressure,98.946565,3,0,0
411,FixedSpread,SellPressure,98.755567,10,1,0
413,FixedSpread,SellPressure,98.817703,1,0,0
416,FixedSpread,SellPressure,98.745671,2,0,0
417,FixedSpread,SellPressure,98.745671,13,0,0
418,FixedSpread,SellPressure,98.855567,8,0,1
420,FixedSpread,SellPressure,98.855567,2,0,1
420,FixedSpread,SellPressure,98.893361,7,0,0
420,FixedSpread,SellPressure,98.953174,8,0,0
421,FixedSpread,SellPressure,98.841572,10,0,1
421,FixedSpread,SellPressure,98.953174,4,0,0
421,FixedSpread,SellPressure,98.957376,3,0,0
421,FixedSpread,SellPressure,98.987636,3,0,0
422,FixedSpread,SellPressure,98.745671,5,0,0
422,FixedSpread,SellPressure,98.741572,8,1,0
424,FixedSpread,SellPressure,98.741572,2,1,0
425,FixedSpread,SellPressure,98.841145,4,0,0
426,FixedSpread,SellPressure,98.841145,6,0,0
428,FixedSpread,SellPressure,98.841145,5,0,0
429,FixedSpread,SellPressure,98.841145,4,0,0
